group	entity	year	antigen	coverage_category	coverage	continent
COUNTRIES	Mauritania	1984	MCV1	WUENIC	42	Africa
COUNTRIES	Mauritius	1984	MCV1	WUENIC	55	Africa
COUNTRIES	Mexico	1984	MCV1	WUENIC	21	North America
COUNTRIES	Mongolia	1984	MCV1	WUENIC	20	Asia
COUNTRIES	Morocco	1984	MCV1	WUENIC	42	Africa
COUNTRIES	Mozambique	1984	MCV1	WUENIC	50	Africa
COUNTRIES	Nepal	1984	MCV1	WUENIC	24	Asia
COUNTRIES	Netherlands	1984	MCV1	WUENIC	92	Europe
COUNTRIES	New Zealand	1984	MCV1	WUENIC	67	Oceania
COUNTRIES	Nicaragua	1984	MCV1	WUENIC	56	North America
COUNTRIES	Niger	1984	MCV1	WUENIC	22	Africa
COUNTRIES	Nigeria	1984	MCV1	WUENIC	9	Africa
COUNTRIES	Niue	1984	MCV1	WUENIC	52	NA
COUNTRIES	Norway	1984	MCV1	WUENIC	80	Europe
COUNTRIES	Oman	1984	MCV1	WUENIC	53	Asia
COUNTRIES	Pakistan	1984	MCV1	WUENIC	33	Asia
COUNTRIES	Panama	1984	MCV1	WUENIC	72	North America
COUNTRIES	Papua New Guinea	1984	MCV1	WUENIC	26	Oceania
COUNTRIES	Paraguay	1984	MCV1	WUENIC	62	South America
COUNTRIES	Peru	1984	MCV1	WUENIC	35	South America
COUNTRIES	Philippines	1984	MCV1	WUENIC	44	Asia
COUNTRIES	Poland	1984	MCV1	WUENIC	94	Europe
COUNTRIES	Portugal	1984	MCV1	WUENIC	48	Europe
COUNTRIES	Qatar	1984	MCV1	WUENIC	62	Asia
WHO_REGIONS	Region of the Americas	1984	MCV1	WUENIC	62	NA
COUNTRIES	South Korea	1984	MCV1	WUENIC	61	Asia
COUNTRIES	Romania	1984	MCV1	WUENIC	86	Europe
COUNTRIES	Rwanda	1984	MCV1	WUENIC	53	Africa
COUNTRIES	Saint Kitts and Nevis	1984	MCV1	WUENIC	85	North America
COUNTRIES	Saint Lucia	1984	MCV1	WUENIC	60	North America
COUNTRIES	Saint Vincent and the Grenadines	1984	MCV1	WUENIC	92	North America
COUNTRIES	Samoa	1984	MCV1	WUENIC	83	Oceania
COUNTRIES	Sao Tome and Principe	1984	MCV1	WUENIC	48	Africa
COUNTRIES	Saudi Arabia	1984	MCV1	WUENIC	71	Asia
COUNTRIES	Seychelles	1984	MCV1	WUENIC	77	Africa
COUNTRIES	Singapore	1984	MCV1	WUENIC	85	Asia
COUNTRIES	Somalia	1984	MCV1	WUENIC	16	Africa
COUNTRIES	South Africa	1984	MCV1	WUENIC	70	Africa
WHO_REGIONS	South-East Asia Region	1984	MCV1	WUENIC	3	NA
COUNTRIES	Spain	1984	MCV1	WUENIC	68	Europe
COUNTRIES	Sri Lanka	1984	MCV1	WUENIC	3	Asia
COUNTRIES	Sudan	1984	MCV1	WUENIC	3	Africa
COUNTRIES	Suriname	1984	MCV1	WUENIC	75	South America
COUNTRIES	Sweden	1984	MCV1	WUENIC	94	Europe
COUNTRIES	Syria	1984	MCV1	WUENIC	23	Asia
COUNTRIES	Thailand	1984	MCV1	WUENIC	5	Asia
COUNTRIES	Togo	1984	MCV1	WUENIC	11	Africa
COUNTRIES	Tonga	1984	MCV1	WUENIC	43	Oceania
COUNTRIES	Trinidad and Tobago	1984	MCV1	WUENIC	10	North America
COUNTRIES	Tunisia	1984	MCV1	WUENIC	55	Africa
COUNTRIES	Turkey	1984	MCV1	WUENIC	62	Europe
COUNTRIES	Tuvalu	1984	MCV1	WUENIC	71	Oceania
COUNTRIES	Uganda	1984	MCV1	WUENIC	18	Africa
COUNTRIES	United Arab Emirates	1984	MCV1	WUENIC	53	Asia
COUNTRIES	United Kingdom	1984	MCV1	WUENIC	63	Europe
COUNTRIES	United Republic of Tanzania	1984	MCV1	WUENIC	55	NA
COUNTRIES	United States	1984	MCV1	WUENIC	98	North America
COUNTRIES	Uruguay	1984	MCV1	WUENIC	66	South America
COUNTRIES	Vanuatu	1984	MCV1	WUENIC	18	Oceania
COUNTRIES	Venezuela	1984	MCV1	WUENIC	41	South America
COUNTRIES	Vietnam	1984	MCV1	WUENIC	4	Asia
WHO_REGIONS	Western Pacific Region	1984	MCV1	WUENIC	73	NA
COUNTRIES	Yemen	1984	MCV1	WUENIC	8	Asia
COUNTRIES	Zambia	1984	MCV1	WUENIC	57	Africa
COUNTRIES	Zimbabwe	1984	MCV1	WUENIC	62	Africa
COUNTRIES	Albania	1983	MCV1	ADMIN	96	Europe
COUNTRIES	Angola	1983	MCV1	ADMIN	26	Africa
COUNTRIES	Anguilla	1983	MCV1	ADMIN	70	NA
COUNTRIES	Antigua and Barbuda	1983	MCV1	ADMIN	48	North America
COUNTRIES	Argentina	1983	MCV1	ADMIN	67	South America
COUNTRIES	Australia	1983	MCV1	ADMIN	68	Oceania
COUNTRIES	Austria	1983	MCV1	ADMIN	25	Europe
COUNTRIES	Bahamas	1983	MCV1	ADMIN	66	North America
COUNTRIES	Bangladesh	1983	MCV1	ADMIN	1	Asia
COUNTRIES	Barbados	1983	MCV1	ADMIN	55	North America
COUNTRIES	Belize	1983	MCV1	ADMIN	43	North America
COUNTRIES	Bermuda	1983	MCV1	ADMIN	48	NA
COUNTRIES	Bhutan	1983	MCV1	ADMIN	21	Asia
COUNTRIES	Bolivia	1983	MCV1	ADMIN	13	South America
COUNTRIES	Botswana	1983	MCV1	ADMIN	76	Africa
COUNTRIES	Brazil	1983	MCV1	ADMIN	67	South America
COUNTRIES	British Virgin Islands	1983	MCV1	ADMIN	83	NA
COUNTRIES	Brunei	1983	MCV1	ADMIN	94	Asia
COUNTRIES	Burundi	1983	MCV1	ADMIN	45	Africa
COUNTRIES	Cameroon	1983	MCV1	ADMIN	25	Africa
COUNTRIES	Cayman Islands	1983	MCV1	ADMIN	99	NA
COUNTRIES	Central African Republic	1983	MCV1	ADMIN	16	Africa
COUNTRIES	Chile	1983	MCV1	ADMIN	95	South America
COUNTRIES	China	1983	MCV1	ADMIN	78	Asia
COUNTRIES	China, Macao SAR	1983	MCV1	ADMIN	41	NA
COUNTRIES	Colombia	1983	MCV1	ADMIN	43	South America
COUNTRIES	Congo	1983	MCV1	ADMIN	59	Africa
COUNTRIES	Cook Islands	1983	MCV1	ADMIN	68	NA
COUNTRIES	Costa Rica	1983	MCV1	ADMIN	82	North America
COUNTRIES	Cuba	1983	MCV1	ADMIN	94	North America
COUNTRIES	Cyprus	1983	MCV1	ADMIN	19	Europe
COUNTRIES	North Korea	1983	MCV1	ADMIN	30	Asia
COUNTRIES	Democratic Republic of Congo	1983	MCV1	ADMIN	30	Africa
COUNTRIES	Dominica	1983	MCV1	ADMIN	63	North America
COUNTRIES	Dominican Republic	1983	MCV1	ADMIN	23	North America
COUNTRIES	Ecuador	1983	MCV1	ADMIN	34	South America
COUNTRIES	El Salvador	1983	MCV1	ADMIN	46	North America
COUNTRIES	Estonia	1983	MCV1	ADMIN	68	Europe
COUNTRIES	Swaziland	1983	MCV1	ADMIN	41	Africa
COUNTRIES	Ethiopia	1983	MCV1	ADMIN	7	Africa
COUNTRIES	Fiji	1983	MCV1	ADMIN	25	Oceania
COUNTRIES	Finland	1983	MCV1	ADMIN	81	Europe
COUNTRIES	France	1983	MCV1	ADMIN	15	Europe
COUNTRIES	Ghana	1983	MCV1	ADMIN	1	Africa
COUNTRIES	Grenada	1983	MCV1	ADMIN	7	North America
COUNTRIES	Guatemala	1983	MCV1	ADMIN	9	North America
COUNTRIES	Guyana	1983	MCV1	ADMIN	44	South America
COUNTRIES	Honduras	1983	MCV1	ADMIN	49	North America
COUNTRIES	Hungary	1983	MCV1	ADMIN	99	Europe
COUNTRIES	Iceland	1983	MCV1	ADMIN	81	Europe
COUNTRIES	Indonesia	1983	MCV1	ADMIN	2	Asia
COUNTRIES	Iran	1983	MCV1	ADMIN	38	Asia
COUNTRIES	Ireland	1983	MCV1	ADMIN	10	Europe
COUNTRIES	Israel	1983	MCV1	ADMIN	85	Asia
COUNTRIES	Jamaica	1983	MCV1	ADMIN	15	North America
COUNTRIES	Jordan	1983	MCV1	ADMIN	46	Asia
COUNTRIES	Kiribati	1983	MCV1	ADMIN	24	Oceania
COUNTRIES	Kuwait	1983	MCV1	ADMIN	80	Asia
COUNTRIES	Lesotho	1983	MCV1	ADMIN	73	Africa
COUNTRIES	Libya	1983	MCV1	ADMIN	54	Africa
COUNTRIES	Luxembourg	1983	MCV1	ADMIN	39	Europe
COUNTRIES	Malawi	1983	MCV1	ADMIN	58	Africa
COUNTRIES	Malaysia	1983	MCV1	ADMIN	11	Asia
COUNTRIES	Mauritius	1983	MCV1	ADMIN	53	Africa
COUNTRIES	Mexico	1983	MCV1	ADMIN	23	North America
COUNTRIES	Mongolia	1983	MCV1	ADMIN	1	Asia
COUNTRIES	Montserrat	1983	MCV1	ADMIN	83	NA
COUNTRIES	Morocco	1983	MCV1	ADMIN	35	Africa
COUNTRIES	Mozambique	1983	MCV1	ADMIN	51	Africa
COUNTRIES	Nepal	1983	MCV1	ADMIN	11	Asia
COUNTRIES	Netherlands	1983	MCV1	ADMIN	92.5	Europe
COUNTRIES	New Zealand	1983	MCV1	ADMIN	71	Oceania
COUNTRIES	Nicaragua	1983	MCV1	ADMIN	38	North America
COUNTRIES	Norway	1983	MCV1	ADMIN	80	Europe
COUNTRIES	Oman	1983	MCV1	ADMIN	34	Asia
COUNTRIES	Pakistan	1983	MCV1	ADMIN	19	Asia
COUNTRIES	Panama	1983	MCV1	ADMIN	85	North America
COUNTRIES	Papua New Guinea	1983	MCV1	ADMIN	1	Oceania
COUNTRIES	Paraguay	1983	MCV1	ADMIN	37	South America
COUNTRIES	Peru	1983	MCV1	ADMIN	28	South America
COUNTRIES	Philippines	1983	MCV1	ADMIN	27	Asia
COUNTRIES	Poland	1983	MCV1	ADMIN	94	Europe
COUNTRIES	Portugal	1983	MCV1	ADMIN	48	Europe
COUNTRIES	Qatar	1983	MCV1	ADMIN	69	Asia
COUNTRIES	Romania	1983	MCV1	ADMIN	83	Europe
COUNTRIES	Saint Lucia	1983	MCV1	ADMIN	36	North America
COUNTRIES	Saint Vincent and the Grenadines	1983	MCV1	ADMIN	59	North America
COUNTRIES	Samoa	1983	MCV1	ADMIN	78	Oceania
COUNTRIES	Saudi Arabia	1983	MCV1	ADMIN	65	Asia
COUNTRIES	Serbia	1983	MCV1	ADMIN	95	Europe
COUNTRIES	Sierra Leone	1983	MCV1	ADMIN	49	Africa
COUNTRIES	Singapore	1983	MCV1	ADMIN	88	Asia
COUNTRIES	Somalia	1983	MCV1	ADMIN	6	Africa
COUNTRIES	South Africa	1983	MCV1	ADMIN	74	Africa
COUNTRIES	Spain	1983	MCV1	ADMIN	40	Europe
COUNTRIES	Sudan	1983	MCV1	ADMIN	2	Africa
COUNTRIES	Suriname	1983	MCV1	ADMIN	71	South America
COUNTRIES	Sweden	1983	MCV1	ADMIN	87	Europe
COUNTRIES	Syria	1983	MCV1	ADMIN	18	Asia
COUNTRIES	Tonga	1983	MCV1	ADMIN	67	Oceania
COUNTRIES	Tunisia	1983	MCV1	ADMIN	42	Africa
COUNTRIES	Turkey	1983	MCV1	ADMIN	30	Europe
COUNTRIES	Turks and Caicos Islands	1983	MCV1	ADMIN	33	NA
COUNTRIES	Tuvalu	1983	MCV1	ADMIN	65	Oceania
COUNTRIES	United Arab Emirates	1983	MCV1	ADMIN	51	Asia
COUNTRIES	United Kingdom	1983	MCV1	ADMIN	58	Europe
COUNTRIES	United Republic of Tanzania	1983	MCV1	ADMIN	60	NA
COUNTRIES	United States	1983	MCV1	ADMIN	98	North America
COUNTRIES	Uruguay	1983	MCV1	ADMIN	65	South America
COUNTRIES	Vanuatu	1983	MCV1	ADMIN	23	Oceania
COUNTRIES	Venezuela	1983	MCV1	ADMIN	42	South America
COUNTRIES	Vietnam	1983	MCV1	ADMIN	3	Asia
COUNTRIES	Yemen	1983	MCV1	ADMIN	6	Asia
COUNTRIES	Albania	1983	MCV1	OFFICIAL	96	Europe
COUNTRIES	Angola	1983	MCV1	OFFICIAL	26	Africa
COUNTRIES	Anguilla	1983	MCV1	OFFICIAL	70	NA
COUNTRIES	Antigua and Barbuda	1983	MCV1	OFFICIAL	48	North America
COUNTRIES	Argentina	1983	MCV1	OFFICIAL	67	South America
COUNTRIES	Australia	1983	MCV1	OFFICIAL	68	Oceania
COUNTRIES	Austria	1983	MCV1	OFFICIAL	25	Europe
COUNTRIES	Bahamas	1983	MCV1	OFFICIAL	66	North America
COUNTRIES	Bahrain	1983	MCV1	OFFICIAL	59	Asia
COUNTRIES	Bangladesh	1983	MCV1	OFFICIAL	1	Asia
COUNTRIES	Barbados	1983	MCV1	OFFICIAL	55	North America
COUNTRIES	Belarus	1983	MCV1	OFFICIAL	57	Europe
COUNTRIES	Belize	1983	MCV1	OFFICIAL	43	North America
COUNTRIES	Bermuda	1983	MCV1	OFFICIAL	48	NA
COUNTRIES	Bhutan	1983	MCV1	OFFICIAL	21	Asia
COUNTRIES	Bolivia	1983	MCV1	OFFICIAL	13	South America
COUNTRIES	Brazil	1983	MCV1	OFFICIAL	68	South America
COUNTRIES	British Virgin Islands	1983	MCV1	OFFICIAL	83	NA
COUNTRIES	Brunei	1983	MCV1	OFFICIAL	94	Asia
COUNTRIES	Bulgaria	1983	MCV1	OFFICIAL	98	Europe
COUNTRIES	Burundi	1983	MCV1	OFFICIAL	54	Africa
COUNTRIES	Cameroon	1983	MCV1	OFFICIAL	25	Africa
COUNTRIES	Central African Republic	1983	MCV1	OFFICIAL	16	Africa
COUNTRIES	Chile	1983	MCV1	OFFICIAL	95	South America
COUNTRIES	China	1983	MCV1	OFFICIAL	78	Asia
COUNTRIES	China, Macao SAR	1983	MCV1	OFFICIAL	41	NA
COUNTRIES	Colombia	1983	MCV1	OFFICIAL	43	South America
COUNTRIES	Congo	1983	MCV1	OFFICIAL	59	Africa
COUNTRIES	Cook Islands	1983	MCV1	OFFICIAL	68	NA
COUNTRIES	Costa Rica	1983	MCV1	OFFICIAL	84	North America
COUNTRIES	Croatia	1983	MCV1	OFFICIAL	88.4	Europe
COUNTRIES	Croatia	1983	MCV2	OFFICIAL	92.8	Europe
COUNTRIES	Cuba	1983	MCV1	OFFICIAL	94	North America
COUNTRIES	Cyprus	1983	MCV1	OFFICIAL	19	Europe
COUNTRIES	North Korea	1983	MCV1	OFFICIAL	30	Asia
COUNTRIES	Democratic Republic of Congo	1983	MCV1	OFFICIAL	30	Africa
COUNTRIES	Dominica	1983	MCV1	OFFICIAL	63	North America
COUNTRIES	Dominican Republic	1983	MCV1	OFFICIAL	24	North America
COUNTRIES	Ecuador	1983	MCV1	OFFICIAL	34	South America
COUNTRIES	El Salvador	1983	MCV1	OFFICIAL	46	North America
COUNTRIES	Swaziland	1983	MCV1	OFFICIAL	46	Africa
COUNTRIES	Ethiopia	1983	MCV1	OFFICIAL	7	Africa
COUNTRIES	Fiji	1983	MCV1	OFFICIAL	25	Oceania
COUNTRIES	Finland	1983	MCV1	OFFICIAL	81	Europe
COUNTRIES	France	1983	MCV1	OFFICIAL	15	Europe
COUNTRIES	Gambia	1983	MCV1	OFFICIAL	70	Africa
COUNTRIES	Ghana	1983	MCV1	OFFICIAL	1	Africa
COUNTRIES	Grenada	1983	MCV1	OFFICIAL	7	North America
COUNTRIES	Guatemala	1983	MCV1	OFFICIAL	9	North America
COUNTRIES	Guyana	1983	MCV1	OFFICIAL	51	South America
COUNTRIES	Honduras	1983	MCV1	OFFICIAL	49	North America
COUNTRIES	Hungary	1983	MCV1	OFFICIAL	99	Europe
COUNTRIES	Iceland	1983	MCV1	OFFICIAL	81	Europe
COUNTRIES	Indonesia	1983	MCV1	OFFICIAL	5.9	Asia
COUNTRIES	Iran	1983	MCV1	OFFICIAL	38	Asia
COUNTRIES	Ireland	1983	MCV1	OFFICIAL	10	Europe
COUNTRIES	Israel	1983	MCV1	OFFICIAL	85	Asia
COUNTRIES	Jamaica	1983	MCV1	OFFICIAL	15	North America
COUNTRIES	Jordan	1983	MCV1	OFFICIAL	46	Asia
COUNTRIES	Kiribati	1983	MCV1	OFFICIAL	24	Oceania
COUNTRIES	Kuwait	1983	MCV1	OFFICIAL	80	Asia
COUNTRIES	Latvia	1983	MCV1	OFFICIAL	95	Europe
COUNTRIES	Lesotho	1983	MCV1	OFFICIAL	79.3	Africa
COUNTRIES	Libya	1983	MCV1	OFFICIAL	71	Africa
COUNTRIES	Luxembourg	1983	MCV1	OFFICIAL	39	Europe
COUNTRIES	Malawi	1983	MCV1	OFFICIAL	58	Africa
COUNTRIES	Malaysia	1983	MCV1	OFFICIAL	11	Asia
COUNTRIES	Mauritius	1983	MCV1	OFFICIAL	53	Africa
COUNTRIES	Mexico	1983	MCV1	OFFICIAL	23	North America
COUNTRIES	Mongolia	1983	MCV1	OFFICIAL	1	Asia
COUNTRIES	Montserrat	1983	MCV1	OFFICIAL	83	NA
COUNTRIES	Morocco	1983	MCV1	OFFICIAL	35	Africa
COUNTRIES	Mozambique	1983	MCV1	OFFICIAL	51	Africa
COUNTRIES	Nepal	1983	MCV1	OFFICIAL	11	Asia
COUNTRIES	Netherlands	1983	MCV1	OFFICIAL	92.5	Europe
COUNTRIES	New Zealand	1983	MCV1	OFFICIAL	71	Oceania
COUNTRIES	Nicaragua	1983	MCV1	OFFICIAL	41	North America
COUNTRIES	Norway	1983	MCV1	OFFICIAL	80	Europe
COUNTRIES	Oman	1983	MCV1	OFFICIAL	34	Asia
COUNTRIES	Pakistan	1983	MCV1	OFFICIAL	19	Asia
COUNTRIES	Panama	1983	MCV1	OFFICIAL	85	North America
COUNTRIES	Papua New Guinea	1983	MCV1	OFFICIAL	1	Oceania
COUNTRIES	Paraguay	1983	MCV1	OFFICIAL	37	South America
COUNTRIES	Peru	1983	MCV1	OFFICIAL	28	South America
COUNTRIES	Philippines	1983	MCV1	OFFICIAL	27	Asia
COUNTRIES	Poland	1983	MCV1	OFFICIAL	94	Europe
COUNTRIES	Portugal	1983	MCV1	OFFICIAL	48	Europe
COUNTRIES	Qatar	1983	MCV1	OFFICIAL	69	Asia
COUNTRIES	Republic of Moldova	1983	MCV1	OFFICIAL	89	NA
COUNTRIES	Romania	1983	MCV1	OFFICIAL	83	Europe
COUNTRIES	Saint Lucia	1983	MCV1	OFFICIAL	36	North America
COUNTRIES	Saint Vincent and the Grenadines	1983	MCV1	OFFICIAL	59	North America
COUNTRIES	Samoa	1983	MCV1	OFFICIAL	78	Oceania
COUNTRIES	Saudi Arabia	1983	MCV1	OFFICIAL	65	Asia
COUNTRIES	Serbia	1983	MCV1	OFFICIAL	95	Europe
COUNTRIES	Sierra Leone	1983	MCV1	OFFICIAL	49	Africa
COUNTRIES	Singapore	1983	MCV1	OFFICIAL	88	Asia
COUNTRIES	Slovenia	1983	MCV1	OFFICIAL	86.9	Europe
COUNTRIES	Somalia	1983	MCV1	OFFICIAL	6	Africa
COUNTRIES	South Africa	1983	MCV1	OFFICIAL	74	Africa
COUNTRIES	Spain	1983	MCV1	OFFICIAL	40	Europe
COUNTRIES	Sudan	1983	MCV1	OFFICIAL	2	Africa
COUNTRIES	Suriname	1983	MCV1	OFFICIAL	71	South America
COUNTRIES	Sweden	1983	MCV1	OFFICIAL	93	Europe
COUNTRIES	Syria	1983	MCV1	OFFICIAL	19	Asia
COUNTRIES	Tajikistan	1983	MCV1	OFFICIAL	98	Asia
COUNTRIES	Tonga	1983	MCV1	OFFICIAL	67	Oceania
COUNTRIES	Tunisia	1983	MCV1	OFFICIAL	42	Africa
COUNTRIES	Turkey	1983	MCV1	OFFICIAL	30	Europe
COUNTRIES	Turks and Caicos Islands	1983	MCV1	OFFICIAL	32	NA
COUNTRIES	Tuvalu	1983	MCV1	OFFICIAL	65	Oceania
COUNTRIES	United Arab Emirates	1983	MCV1	OFFICIAL	51	Asia
COUNTRIES	United Kingdom	1983	MCV1	OFFICIAL	58	Europe
COUNTRIES	United Republic of Tanzania	1983	MCV1	OFFICIAL	60	NA
COUNTRIES	United States	1983	MCV1	OFFICIAL	98	North America
COUNTRIES	Uruguay	1983	MCV1	OFFICIAL	65	South America
COUNTRIES	Vanuatu	1983	MCV1	OFFICIAL	23	Oceania
COUNTRIES	Venezuela	1983	MCV1	OFFICIAL	42	South America
COUNTRIES	Vietnam	1983	MCV1	OFFICIAL	3	Asia
COUNTRIES	Yemen	1983	MCV1	OFFICIAL	6	Asia
COUNTRIES	Afghanistan	1983	MCV1	WUENIC	9	Asia
WHO_REGIONS	African Region	1983	MCV1	WUENIC	21	NA
COUNTRIES	Albania	1983	MCV1	WUENIC	96	Europe
COUNTRIES	Angola	1983	MCV1	WUENIC	26	Africa
COUNTRIES	Antigua and Barbuda	1983	MCV1	WUENIC	48	North America
COUNTRIES	Argentina	1983	MCV1	WUENIC	67	South America
COUNTRIES	Australia	1983	MCV1	WUENIC	68	Oceania
COUNTRIES	Austria	1983	MCV1	WUENIC	25	Europe
COUNTRIES	Bahamas	1983	MCV1	WUENIC	66	North America
COUNTRIES	Bahrain	1983	MCV1	WUENIC	59	Asia
COUNTRIES	Bangladesh	1983	MCV1	WUENIC	1	Asia
COUNTRIES	Barbados	1983	MCV1	WUENIC	55	North America
COUNTRIES	Belgium	1983	MCV1	WUENIC	66	Europe
COUNTRIES	Belize	1983	MCV1	WUENIC	43	North America
COUNTRIES	Bhutan	1983	MCV1	WUENIC	21	Asia
COUNTRIES	Bolivia	1983	MCV1	WUENIC	13	South America
COUNTRIES	Botswana	1983	MCV1	WUENIC	79	Africa
COUNTRIES	Brazil	1983	MCV1	WUENIC	68	South America
COUNTRIES	Brunei	1983	MCV1	WUENIC	94	Asia
COUNTRIES	Bulgaria	1983	MCV1	WUENIC	98	Europe
COUNTRIES	Burundi	1983	MCV1	WUENIC	54	Africa
COUNTRIES	Cameroon	1983	MCV1	WUENIC	25	Africa
COUNTRIES	Central African Republic	1983	MCV1	WUENIC	16	Africa
COUNTRIES	Chile	1983	MCV1	WUENIC	95	South America
COUNTRIES	China	1983	MCV1	WUENIC	78	Asia
COUNTRIES	Colombia	1983	MCV1	WUENIC	43	South America
COUNTRIES	Congo	1983	MCV1	WUENIC	59	Africa
COUNTRIES	Cook Islands	1983	MCV1	WUENIC	68	NA
COUNTRIES	Costa Rica	1983	MCV1	WUENIC	84	North America
COUNTRIES	Cuba	1983	MCV1	WUENIC	94	North America
COUNTRIES	Cyprus	1983	MCV1	WUENIC	19	Europe
COUNTRIES	North Korea	1983	MCV1	WUENIC	30	Asia
COUNTRIES	Democratic Republic of Congo	1983	MCV1	WUENIC	30	Africa
COUNTRIES	Djibouti	1983	MCV1	WUENIC	18	Africa
COUNTRIES	Dominica	1983	MCV1	WUENIC	63	North America
COUNTRIES	Dominican Republic	1983	MCV1	WUENIC	24	North America
WHO_REGIONS	Eastern Mediterranean Region	1983	MCV1	WUENIC	26	NA
COUNTRIES	Ecuador	1983	MCV1	WUENIC	34	South America
COUNTRIES	Egypt	1983	MCV1	WUENIC	41	Africa
COUNTRIES	El Salvador	1983	MCV1	WUENIC	46	North America
COUNTRIES	Swaziland	1983	MCV1	WUENIC	46	Africa
COUNTRIES	Ethiopia	1983	MCV1	WUENIC	7	Africa
WHO_REGIONS	European Region	1983	MCV1	WUENIC	72	NA
COUNTRIES	Fiji	1983	MCV1	WUENIC	25	Oceania
COUNTRIES	Finland	1983	MCV1	WUENIC	81	Europe
COUNTRIES	France	1983	MCV1	WUENIC	15	Europe
COUNTRIES	Gambia	1983	MCV1	WUENIC	70	Africa
COUNTRIES	Germany	1983	MCV1	WUENIC	47	Europe
COUNTRIES	Ghana	1983	MCV1	WUENIC	16	Africa
COUNTRIES	Grenada	1983	MCV1	WUENIC	7	North America
COUNTRIES	Guatemala	1983	MCV1	WUENIC	9	North America
COUNTRIES	Guinea	1983	MCV1	WUENIC	30	Africa
COUNTRIES	Guinea-Bissau	1983	MCV1	WUENIC	27	Africa
COUNTRIES	Guyana	1983	MCV1	WUENIC	51	South America
COUNTRIES	Haiti	1983	MCV1	WUENIC	6	North America
COUNTRIES	Honduras	1983	MCV1	WUENIC	49	North America
COUNTRIES	Hungary	1983	MCV1	WUENIC	99	Europe
COUNTRIES	Iceland	1983	MCV1	WUENIC	81	Europe
COUNTRIES	Indonesia	1983	MCV1	WUENIC	6	Asia
COUNTRIES	Iran	1983	MCV1	WUENIC	38	Asia
COUNTRIES	Iraq	1983	MCV1	WUENIC	12	Asia
COUNTRIES	Ireland	1983	MCV1	WUENIC	10	Europe
COUNTRIES	Israel	1983	MCV1	WUENIC	85	Asia
COUNTRIES	Jamaica	1983	MCV1	WUENIC	15	North America
COUNTRIES	Japan	1983	MCV1	WUENIC	70	Asia
COUNTRIES	Jordan	1983	MCV1	WUENIC	56	Asia
COUNTRIES	Kiribati	1983	MCV1	WUENIC	24	Oceania
COUNTRIES	Kuwait	1983	MCV1	WUENIC	80	Asia
COUNTRIES	Laos	1983	MCV1	WUENIC	7	Asia
COUNTRIES	Lebanon	1983	MCV1	WUENIC	8	Asia
COUNTRIES	Lesotho	1983	MCV1	WUENIC	53	Africa
COUNTRIES	Libya	1983	MCV1	WUENIC	71	Africa
COUNTRIES	Luxembourg	1983	MCV1	WUENIC	39	Europe
COUNTRIES	Malawi	1983	MCV1	WUENIC	58	Africa
COUNTRIES	Malaysia	1983	MCV1	WUENIC	11	Asia
COUNTRIES	Maldives	1983	MCV1	WUENIC	37	Asia
COUNTRIES	Mauritania	1983	MCV1	WUENIC	43	Africa
COUNTRIES	Mauritius	1983	MCV1	WUENIC	53	Africa
COUNTRIES	Mexico	1983	MCV1	WUENIC	23	North America
COUNTRIES	Mongolia	1983	MCV1	WUENIC	1	Asia
COUNTRIES	Morocco	1983	MCV1	WUENIC	35	Africa
COUNTRIES	Mozambique	1983	MCV1	WUENIC	51	Africa
COUNTRIES	Nepal	1983	MCV1	WUENIC	11	Asia
COUNTRIES	Netherlands	1983	MCV1	WUENIC	92	Europe
COUNTRIES	New Zealand	1983	MCV1	WUENIC	71	Oceania
COUNTRIES	Nicaragua	1983	MCV1	WUENIC	41	North America
COUNTRIES	Niger	1983	MCV1	WUENIC	16	Africa
COUNTRIES	Niue	1983	MCV1	WUENIC	58	NA
COUNTRIES	Norway	1983	MCV1	WUENIC	80	Europe
COUNTRIES	Oman	1983	MCV1	WUENIC	34	Asia
COUNTRIES	Pakistan	1983	MCV1	WUENIC	19	Asia
COUNTRIES	Panama	1983	MCV1	WUENIC	85	North America
COUNTRIES	Papua New Guinea	1983	MCV1	WUENIC	1	Oceania
COUNTRIES	Paraguay	1983	MCV1	WUENIC	37	South America
COUNTRIES	Peru	1983	MCV1	WUENIC	28	South America
COUNTRIES	Philippines	1983	MCV1	WUENIC	27	Asia
COUNTRIES	Poland	1983	MCV1	WUENIC	94	Europe
COUNTRIES	Portugal	1983	MCV1	WUENIC	48	Europe
COUNTRIES	Qatar	1983	MCV1	WUENIC	69	Asia
WHO_REGIONS	Region of the Americas	1983	MCV1	WUENIC	59	NA
COUNTRIES	South Korea	1983	MCV1	WUENIC	33	Asia
COUNTRIES	Romania	1983	MCV1	WUENIC	83	Europe
COUNTRIES	Rwanda	1983	MCV1	WUENIC	53	Africa
COUNTRIES	Saint Lucia	1983	MCV1	WUENIC	36	North America
COUNTRIES	Saint Vincent and the Grenadines	1983	MCV1	WUENIC	59	North America
COUNTRIES	Samoa	1983	MCV1	WUENIC	78	Oceania
COUNTRIES	Sao Tome and Principe	1983	MCV1	WUENIC	40	Africa
COUNTRIES	Saudi Arabia	1983	MCV1	WUENIC	65	Asia
COUNTRIES	Seychelles	1983	MCV1	WUENIC	98	Africa
COUNTRIES	Singapore	1983	MCV1	WUENIC	88	Asia
